relative_support,elapsed_time
0.3,1609689004.2991939
0.5,1609689003.9956746
1.0,1609689004.0894568
1.5,1609689004.117023
2.0,1609689004.4004548
2.5,1609689004.96942
3.0,1609689005.1615732
