relative_support,elapsed_time
0.3,1618432368.5984108
0.5,1618432368.5984108
1.0,1618432368.5984108
1.5,1618432368.5984108
2.0,1618432368.5984108
2.5,1618432368.5984108
3.0,1618432368.5984108
